Organism/Name,origin,order,family,genus
Salmonella phage vB_SPuM_SP116,RefSeq-85,Caudovirales,Myoviridae,Felixo1virus
Salmonella phage vB_SalM_PM10,RefSeq-85,Caudovirales,Ackermannviridae,Cba120virus
Salmonella phage vB_SalM_SJ2,RefSeq-85,Caudovirales,Ackermannviridae,Vi1virus
Salmonella phage vB_SalM_SJ3,RefSeq-85,Caudovirales,Ackermannviridae,Cba120virus
Salmonella phage vB_SemP_Emek,RefSeq-85,Caudovirales,Podoviridae,
Salmonella phage vB_SenMS16,RefSeq-85,Caudovirales,Myoviridae,S16virus
Salmonella phage vB_SenS-Ent2,RefSeq-85,Caudovirales,Siphoviridae,
Salmonella phage vB_SenS-Ent3,RefSeq-85,Caudovirales,Siphoviridae,
Salmonella phage vB_SnwM_CGG4-1,RefSeq-85,,,
Salmonella phage vB_SosS_Oslo,RefSeq-85,Caudovirales,Siphoviridae,
Salmonella virus Chi,RefSeq-85,Caudovirales,Siphoviridae,Chivirus
Salmonella virus FSLSP030,RefSeq-85,Caudovirales,Siphoviridae,Chivirus
Salmonella virus FSLSP088,RefSeq-85,Caudovirales,Siphoviridae,Chivirus
Salmonella virus HK620,RefSeq-85,Caudovirales,Podoviridae,P22virus
Salmonella virus P22,RefSeq-85,Caudovirales,Podoviridae,P22virus
Salmonella virus PRD1,RefSeq-85,,Tectiviridae,Alphatectivirus
Salmonella virus PsP3,RefSeq-85,Caudovirales,Myoviridae,P2virus
Salmonella virus SP6,RefSeq-85,Caudovirales,Podoviridae,Sp6virus
Salmonella virus SPC35,RefSeq-85,Caudovirales,Siphoviridae,T5virus
Salmonella virus SPN19,RefSeq-85,Caudovirales,Siphoviridae,Chivirus
Salmonella virus Stitch,RefSeq-85,Caudovirales,Siphoviridae,T5virus
Salmonella virus iEPS5,RefSeq-85,Caudovirales,Siphoviridae,Chivirus
Serratia phage Eta,RefSeq-85,Caudovirales,Siphoviridae,
Serratia phage PS2,RefSeq-85,Caudovirales,Myoviridae,
Serratia phage phiMAM1,RefSeq-85,Caudovirales,Ackermannviridae,
Shewanella phage Spp001,RefSeq-85,Caudovirales,Myoviridae,
Shewanella sp. phage 1/4,RefSeq-85,Caudovirales,Myoviridae,
Shewanella sp. phage 1/40,RefSeq-85,Caudovirales,Myoviridae,
Shewanella sp. phage 1/41,RefSeq-85,Caudovirales,Myoviridae,
Shewanella sp. phage 1/44,RefSeq-85,Caudovirales,Myoviridae,
Shewanella sp. phage 3/49,RefSeq-85,Caudovirales,Myoviridae,
Shigella phage 75/02 Stx,RefSeq-85,Caudovirales,Podoviridae,Pocjvirus
Shigella phage Ag3,RefSeq-85,Caudovirales,Ackermannviridae,Ag3virus
Shigella phage EP23,RefSeq-85,Caudovirales,Siphoviridae,Hk578virus
Shigella phage POCJ13,RefSeq-85,Caudovirales,Podoviridae,Pocjvirus
Shigella phage SHBML-50-1,RefSeq-85,,,
Shigella phage SHFML-11,RefSeq-85,,,
Shigella phage SHFML-26,RefSeq-85,,,
Shigella phage SHSML-45,RefSeq-85,,,
Shigella phage SHSML-52-1,RefSeq-85,,,
Shigella phage SP18,RefSeq-85,Caudovirales,Myoviridae,Sp18virus
Shigella phage SfII,RefSeq-85,Caudovirales,Myoviridae,
Shigella phage SfIV,RefSeq-85,Caudovirales,Myoviridae,
Shigella phage SfMu,RefSeq-85,Caudovirales,Myoviridae,Muvirus
Shigella phage Shf125875,RefSeq-85,Caudovirales,Myoviridae,Rb69virus
Shigella phage Shfl2,RefSeq-85,Caudovirales,Myoviridae,T4virus
Shigella phage Ss-VASD,RefSeq-85,Caudovirales,Podoviridae,Tl2011virus
Shigella phage pSb-1,RefSeq-85,Caudovirales,Podoviridae,G7cvirus
Shigella phage pSf-1,RefSeq-85,Caudovirales,Siphoviridae,
Shigella phage pSf-2,RefSeq-85,Caudovirales,Siphoviridae,T1virus
Shigella phage pSs-1,RefSeq-85,Caudovirales,Myoviridae,T4virus
Shigella virus Sf6,RefSeq-85,Caudovirales,Podoviridae,P22virus
Shigella virus Shfl1,RefSeq-85,Caudovirales,Siphoviridae,T1virus
Silicibacter phage DSS3phi2,RefSeq-85,Caudovirales,Podoviridae,
Sinorhizobium phage PBC5,RefSeq-85,Caudovirales,,
Sinorhizobium phage phiLM21,RefSeq-85,Caudovirales,Siphoviridae,
Sinorhizobium phage phiM12,RefSeq-85,Caudovirales,Myoviridae,M12virus
Sinorhizobium phage phiM9,RefSeq-85,Caudovirales,Myoviridae,
Sinorhizobium phage phiN3,RefSeq-85,Caudovirales,Myoviridae,M12virus
Sodalis phage SO1,RefSeq-85,Caudovirales,Siphoviridae,Hk578virus
Sodalis phage phiSG1,RefSeq-85,,,
Sphingomonas phage PAU,RefSeq-85,Caudovirales,Myoviridae,
Spiroplasma phage 1-C74,RefSeq-85,,Inoviridae,Vespertiliovirus
Spiroplasma phage 1-R8A2B,RefSeq-85,,Inoviridae,Vespertiliovirus
Spiroplasma phage 4,RefSeq-85,,Microviridae,Spiromicrovirus
Spiroplasma phage SVTS2,RefSeq-85,,Inoviridae,
Spiroplasma virus SkV1CR23x,RefSeq-85,,Inoviridae,Vespertiliovirus
Staphylococcus aureus phage P68,RefSeq-85,Caudovirales,Podoviridae,
Staphylococcus phage 23MRA,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage 2638A,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage 3MRA,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage 44AHJD,RefSeq-85,Caudovirales,Podoviridae,P68virus
Staphylococcus phage 66,RefSeq-85,Caudovirales,Podoviridae,
Staphylococcus phage 6ec,RefSeq-85,Caudovirales,Siphoviridae,Sextaecvirus
Staphylococcus phage 812,RefSeq-85,Caudovirales,Myoviridae,
Staphylococcus phage B166,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage B236,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage BP39,RefSeq-85,,,
Staphylococcus phage CNPx,RefSeq-85,,,
Staphylococcus phage DW2,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage GH15,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
Staphylococcus phage GRCS,RefSeq-85,Caudovirales,Podoviridae,
Staphylococcus phage IME-SA4,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage JD007,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
Staphylococcus phage JS01,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage MCE-2014,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
Staphylococcus phage P108,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
Staphylococcus phage P954,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage PT1028,RefSeq-85,,,
Staphylococcus phage PVL,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage ROSA,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage S24-1,RefSeq-85,Caudovirales,Podoviridae,
Staphylococcus phage S25-3,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
Staphylococcus phage S25-4,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
Staphylococcus phage SA1,RefSeq-85,Caudovirales,Myoviridae,
Staphylococcus phage SA12,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage SA13,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage SA97,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage SAP-2,RefSeq-85,Caudovirales,Podoviridae,
Staphylococcus phage SLPW,RefSeq-85,,,
Staphylococcus phage SMSAP5,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage SPbeta-like,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage Sb-1,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
Staphylococcus phage SpaA1,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage StB12,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage StB20,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage StB20-like,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage StB27,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage Stau2,RefSeq-85,Caudovirales,Myoviridae,Silviavirus
Staphylococcus phage StauST398-1,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage StauST398-2,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage StauST398-3,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage StauST398-4,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage StauST398-5,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage TEM123,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage Team1,RefSeq-85,Caudovirales,Myoviridae,kayvirus
Staphylococcus phage Twort,RefSeq-85,Caudovirales,Myoviridae,Twortvirus
Staphylococcus phage YMC/09/04/R1988,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage phi2958PVL,RefSeq-85,,,
Staphylococcus phage phi5967PVL,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage phi7401PVL,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage phiBU01,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage phiIPLA-C1C,RefSeq-85,Caudovirales,Myoviridae,Sep1virus
Staphylococcus phage phiIPLA-RODI,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
Staphylococcus phage phiJB,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage phiN315,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage phiNM,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus phage phiNM3,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage phiPVL-CN125,RefSeq-85,,,
Staphylococcus phage phiRS7,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage phiSA12,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
Staphylococcus phage phiSa119,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage tp310-1,RefSeq-85,,,
Staphylococcus phage tp310-2,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage tp310-3,RefSeq-85,,,
Staphylococcus phage vB_SauM_Remus,RefSeq-85,Caudovirales,Myoviridae,Silviavirus
Staphylococcus phage vB_SauM_Romulus,RefSeq-85,Caudovirales,Myoviridae,Silviavirus
Staphylococcus phage vB_SauS_phi2,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus phage vB_SepS_SEP9,RefSeq-85,Caudovirales,Siphoviridae,Sextaecvirus
Staphylococcus prophage phiPV83,RefSeq-85,Caudovirales,Siphoviridae,
Staphylococcus virus 108PVL,RefSeq-85,Caudovirales,Siphoviridae,Biseptimavirus
Staphylococcus virus 11,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 13,RefSeq-85,Caudovirales,Siphoviridae,Biseptimavirus
Staphylococcus virus 187,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 29,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 37,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 3a,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
Staphylococcus virus 42e,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
Staphylococcus virus 47,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
Staphylococcus virus 52a,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 53,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 55,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 69,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 71,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 77,RefSeq-85,Caudovirales,Siphoviridae,Biseptimavirus
Staphylococcus virus 80,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 80alpha,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 85,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 88,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 92,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus 96,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus CNPH82,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus EW,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus G1,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
Staphylococcus virus IPLA35,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
Staphylococcus virus IPLA5,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus IPLA7,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus IPLA88,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus K,RefSeq-85,Caudovirales,Myoviridae,Kayvirus
Staphylococcus virus PH15,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus SA11,RefSeq-85,Caudovirales,Myoviridae,Silviavirus
Staphylococcus virus SAP26,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus X2,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus phi12,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
Staphylococcus virus phiETA,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus phiETA2,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus phiETA3,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus phiMR11,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus phiMR25,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus phiNM2,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus phiNM4,RefSeq-85,Caudovirales,Siphoviridae,Phietavirus
Staphylococcus virus phiSLT,RefSeq-85,Caudovirales,Siphoviridae,Triavirus
Stenotrophomonas phage IME13,RefSeq-85,Caudovirales,Myoviridae,Secunda5virus
Stenotrophomonas phage IME15,RefSeq-85,Caudovirales,Podoviridae,
Stenotrophomonas phage S1,RefSeq-85,Caudovirales,Siphoviridae,
Stenotrophomonas phage SMA7,RefSeq-85,,Inoviridae,
Stenotrophomonas phage SMA9,RefSeq-85,,Inoviridae,
Stenotrophomonas phage Smp131,RefSeq-85,Caudovirales,Myoviridae,
Stenotrophomonas phage phiSHP2,RefSeq-85,,Inoviridae,
Stenotrophomonas phage vB_SmaS-DLP_2,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage 20617,RefSeq-85,,,
Streptococcus phage 315.1,RefSeq-85,Caudovirales,Podoviridae,
Streptococcus phage 315.2,RefSeq-85,Caudovirales,Podoviridae,
Streptococcus phage 315.3,RefSeq-85,Caudovirales,Podoviridae,
Streptococcus phage 315.4,RefSeq-85,Caudovirales,Podoviridae,
Streptococcus phage 315.5,RefSeq-85,,,
Streptococcus phage 315.6,RefSeq-85,Caudovirales,Podoviridae,
Streptococcus phage 5093,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage A25,RefSeq-85,Caudovirales,Podoviridae,
Streptococcus phage APCM01,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage C1,RefSeq-85,Caudovirales,Podoviridae,P68virus
Streptococcus phage Cp-1,RefSeq-85,Caudovirales,Podoviridae,Cp1virus
Streptococcus phage DCC1738,RefSeq-85,,,
Streptococcus phage Dp-1,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage EJ-1,RefSeq-85,Caudovirales,Myoviridae,
Streptococcus phage IC1,RefSeq-85,,,
Streptococcus phage K13,RefSeq-85,,,
Streptococcus phage M102,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage M102AD,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage MM1,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage P9,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage PH10,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage PH15,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage SM1,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage SMP,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage SPQS1,RefSeq-85,Caudovirales,Siphoviridae,Sap6virus
Streptococcus phage SpSL1,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage Str-PAP-1,RefSeq-85,Caudovirales,Podoviridae,
Streptococcus phage T12,RefSeq-85,Caudovirales,Podoviridae,
Streptococcus phage TP-778L,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage TP-J34,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage YMC-2011,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage phi3396,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus phage phiARI0004,RefSeq-85,,,
Streptococcus phage phiARI0031,RefSeq-85,,,
Streptococcus phage phiARI0131-1,RefSeq-85,,,
Streptococcus phage phiARI0131-2,RefSeq-85,,,
Streptococcus phage phiARI0460-1,RefSeq-85,,,
Streptococcus phage phiARI0462,RefSeq-85,,,
Streptococcus phage phiARI0468-1,RefSeq-85,,,
Streptococcus phage phiARI0468-2,RefSeq-85,,,
Streptococcus phage phiARI0468-4,RefSeq-85,,,
Streptococcus phage phiARI0746,RefSeq-85,,,
Streptococcus phage phiARI0923,RefSeq-85,,,
Streptococcus phage phiBHN167,RefSeq-85,,,
Streptococcus phage phiNJ2,RefSeq-85,Caudovirales,Siphoviridae,
Streptococcus virus 2972,RefSeq-85,Caudovirales,Siphoviridae,Sfi11virus
Streptococcus virus 7201,RefSeq-85,Caudovirales,Siphoviridae,Sfi21dt1virus
Streptococcus virus 858,RefSeq-85,Caudovirales,Siphoviridae,Sfi11virus
Streptococcus virus 9871,RefSeq-85,,,
Streptococcus virus 9872,RefSeq-85,,,
Streptococcus virus 9874,RefSeq-85,,,
Streptococcus virus ALQ132,RefSeq-85,Caudovirales,Siphoviridae,Sfi11virus
Streptococcus virus DT1,RefSeq-85,Caudovirales,Siphoviridae,Sfi21dt1virus
Streptococcus virus O1205,RefSeq-85,Caudovirales,Siphoviridae,Sfi11virus
Streptococcus virus Sfi11,RefSeq-85,Caudovirales,Siphoviridae,Sfi11virus
Streptococcus virus Sfi19,RefSeq-85,Caudovirales,Siphoviridae,Sfi21dt1virus
Streptococcus virus Sfi21,RefSeq-85,Caudovirales,Siphoviridae,Sfi21dt1virus
Streptococcus virus phiAbc2,RefSeq-85,Caudovirales,Siphoviridae,Sfi21dt1virus
Streptomyce phage TG1,RefSeq-85,Caudovirales,Siphoviridae,Phic31virus
Streptomyces phage Amela,RefSeq-85,Caudovirales,Siphoviridae,Camvirus
Streptomyces phage Caliburn,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
Streptomyces phage Izzy,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
Streptomyces phage Jay2Jay,RefSeq-85,Caudovirales,Siphoviridae,
Streptomyces phage Lannister,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
Streptomyces phage Lika,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
Streptomyces phage Nanodon,RefSeq-85,,,
Streptomyces phage R4,RefSeq-85,Caudovirales,Siphoviridae,R4virus
Streptomyces phage SF1,RefSeq-85,Caudovirales,Siphoviridae,
Streptomyces phage SF3,RefSeq-85,Caudovirales,Siphoviridae,
Streptomyces phage SV1,RefSeq-85,Caudovirales,Siphoviridae,
Streptomyces phage Sujidade,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
Streptomyces phage TP1604,RefSeq-85,Caudovirales,Siphoviridae,Ydn12virus
Streptomyces phage VWB,RefSeq-85,Caudovirales,Siphoviridae,
Streptomyces phage YDN12,RefSeq-85,Caudovirales,Siphoviridae,Ydn12virus
Streptomyces phage Zemlya,RefSeq-85,Caudovirales,Siphoviridae,Likavirus
Streptomyces phage mu1/6,RefSeq-85,Caudovirales,Siphoviridae,
Streptomyces phage phiHau3,RefSeq-85,Caudovirales,Siphoviridae,
Streptomyces phage phiSAJS1,RefSeq-85,Caudovirales,Siphoviridae,
Streptomyces phage phiSASD1,RefSeq-85,Caudovirales,Siphoviridae,
Streptomyces virus phiBT1,RefSeq-85,Caudovirales,Siphoviridae,Phic31virus
Streptomyces virus phiC31,RefSeq-85,Caudovirales,Siphoviridae,Phic31virus
Stx2-converting phage 1717,RefSeq-85,Caudovirales,Siphoviridae,
Stx2-converting phage 86,RefSeq-85,Caudovirales,Podoviridae,
Stygiolobus rod-shaped virus,RefSeq-85,Ligamenvirales,Rudiviridae,
Sulfitobacter phage EE36phi1,RefSeq-85,Caudovirales,Podoviridae,
Sulfitobacter phage NYA-2014a,RefSeq-85,,,
Sulfitobacter phage pCB2047-A,RefSeq-85,,,
Sulfitobacter phage pCB2047-C,RefSeq-85,,,
Sulfitobacter phage phiCB2047-B,RefSeq-85,Caudovirales,Podoviridae,
Sulfolobales Mexican fusellovirus 1,RefSeq-85,,Fuselloviridae,
Sulfolobales Mexican rudivirus 1,RefSeq-85,Ligamenvirales,Rudiviridae,
Sulfolobales Virus YNP2,RefSeq-85,,,
Sulfolobales virus YNP1,RefSeq-85,,,
Sulfolobus islandicus filamentous virus,RefSeq-85,Ligamenvirales,Lipothrixviridae,Betalipothrixvirus
Sulfolobus islandicus rod-shaped virus 1,RefSeq-85,Ligamenvirales,Rudiviridae,Rudivirus
Sulfolobus islandicus rod-shaped virus 10,RefSeq-85,,,
Sulfolobus islandicus rod-shaped virus 11,RefSeq-85,,,
Sulfolobus islandicus rod-shaped virus 2,RefSeq-85,Ligamenvirales,Rudiviridae,Rudivirus
Sulfolobus islandicus rod-shaped virus 4,RefSeq-85,,,
Sulfolobus islandicus rod-shaped virus 5,RefSeq-85,,,
Sulfolobus islandicus rod-shaped virus 6,RefSeq-85,,,
Sulfolobus islandicus rod-shaped virus 7,RefSeq-85,,,
Sulfolobus islandicus rod-shaped virus 8,RefSeq-85,,,
Sulfolobus islandicus rod-shaped virus 9,RefSeq-85,,,
Sulfolobus islandicus rudivirus 3,RefSeq-85,,,
Sulfolobus monocaudavirus SMV1,RefSeq-85,,,
Sulfolobus monocaudavirus SMV2,RefSeq-85,,,
Sulfolobus monocaudavirus SMV3,RefSeq-85,,,
Sulfolobus monocaudavirus SMV4,RefSeq-85,,,
Sulfolobus spindle-shaped virus 1,RefSeq-85,,Fuselloviridae,Alphafusellovirus
Sulfolobus spindle-shaped virus 2,RefSeq-85,,Fuselloviridae,Alphafusellovirus
Sulfolobus spindle-shaped virus 4,RefSeq-85,,Fuselloviridae,Alphafusellovirus
Sulfolobus spindle-shaped virus 5,RefSeq-85,,Fuselloviridae,Alphafusellovirus
Sulfolobus spindle-shaped virus 6,RefSeq-85,,Fuselloviridae,Betafusellovirus
Sulfolobus spindle-shaped virus 7,RefSeq-85,,Fuselloviridae,Alphafusellovirus
Sulfolobus turreted icosahedral virus 1,RefSeq-85,,Turriviridae,Alphaturrivirus
Sulfolobus turreted icosahedral virus 2,RefSeq-85,,Turriviridae,Alphaturrivirus
Sulfolobus virus Kamchatka 1,RefSeq-85,,Fuselloviridae,Alphafusellovirus
Sulfolobus virus Ragged Hills,RefSeq-85,,Fuselloviridae,Alphafusellovirus
Sulfolobus virus STSV1,RefSeq-85,,Bicaudaviridae,
Sulfolobus virus STSV2,RefSeq-85,,Bicaudaviridae,
Synechococcus phage ACG-2014b,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage ACG-2014c,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage ACG-2014d,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage ACG-2014e,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage ACG-2014f,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage ACG-2014g,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage ACG-2014h,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage ACG-2014i,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage ACG-2014j,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage P60,RefSeq-85,Caudovirales,Podoviridae,
Synechococcus phage S-CAM1,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-CAM22,RefSeq-85,,,
Synechococcus phage S-CAM3,RefSeq-85,,,
Synechococcus phage S-CAM4,RefSeq-85,,,
Synechococcus phage S-CAM7,RefSeq-85,,,
Synechococcus phage S-CAM8,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-CAM9,RefSeq-85,,,
Synechococcus phage S-CBP1,RefSeq-85,Caudovirales,Podoviridae,
Synechococcus phage S-CBP2,RefSeq-85,,,
Synechococcus phage S-CBP3,RefSeq-85,,,
Synechococcus phage S-CBP4,RefSeq-85,Caudovirales,Podoviridae,
Synechococcus phage S-CBP42,RefSeq-85,Caudovirales,Podoviridae,
Synechococcus phage S-CBS1,RefSeq-85,Caudovirales,Siphoviridae,
Synechococcus phage S-CBS2,RefSeq-85,Caudovirales,Siphoviridae,
Synechococcus phage S-CBS3,RefSeq-85,Caudovirales,Siphoviridae,
Synechococcus phage S-CBS4,RefSeq-85,Caudovirales,Siphoviridae,
Synechococcus phage S-CRM01,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-IOM18,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-MbCM100,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-PM2,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-RIM2 R1_1999,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-RIM8 A.HR1,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-RIP1,RefSeq-85,Caudovirales,Podoviridae,
Synechococcus phage S-RIP2,RefSeq-85,Caudovirales,Podoviridae,
Synechococcus phage S-RSM4,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-SKS1,RefSeq-85,Caudovirales,Siphoviridae,
Synechococcus phage S-SM1,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-SM2,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-SSM4,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-SSM5,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-SSM7,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-ShM2,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage S-WAM1,RefSeq-85,,,
Synechococcus phage S-WAM2,RefSeq-85,,,
Synechococcus phage Syn19,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage Syn5,RefSeq-85,Caudovirales,Podoviridae,
Synechococcus phage metaG-MbCM1,RefSeq-85,Caudovirales,Myoviridae,
Synechococcus phage syn9,RefSeq-85,Caudovirales,Myoviridae,
Temperate phage phiNIH1.1,RefSeq-85,Caudovirales,Siphoviridae,
Tetraselmis viridis virus S1,RefSeq-85,,,
Tetrasphaera phage TJE1,RefSeq-85,Caudovirales,,
Thalassomonas phage BA3,RefSeq-85,Caudovirales,Podoviridae,
Thermoanaerobacterium phage THSA-485A,RefSeq-85,Caudovirales,Siphoviridae,
Thermococcus prieurii virus 1,RefSeq-85,,,
