protein_id,contig_id,keywords
YP_271870.1,Haloarcula hispanica virus SH1,ORF 13
YP_271874.1,Haloarcula hispanica virus SH1,ORF 17
YP_271881.1,Haloarcula hispanica virus SH1,ORF 24
YP_271906.1,Haloarcula hispanica virus SH1,ORF 49
YP_271880.1,Haloarcula hispanica virus SH1,ORF 23
YP_271913.1,Haloarcula hispanica virus SH1,ORF 56
YP_271912.1,Haloarcula hispanica virus SH1,ORF 55
YP_271911.1,Haloarcula hispanica virus SH1,ORF 54
YP_271910.1,Haloarcula hispanica virus SH1,ORF 53
YP_271909.1,Haloarcula hispanica virus SH1,ORF 52
YP_271908.1,Haloarcula hispanica virus SH1,ORF 51
YP_271907.1,Haloarcula hispanica virus SH1,ORF 50
YP_271905.1,Haloarcula hispanica virus SH1,ORF 48
YP_271904.1,Haloarcula hispanica virus SH1,ORF 47
YP_271903.1,Haloarcula hispanica virus SH1,ORF 46
YP_271902.1,Haloarcula hispanica virus SH1,ORF 45
YP_271900.1,Haloarcula hispanica virus SH1,ORF 43
YP_271899.1,Haloarcula hispanica virus SH1,ORF 42
YP_271898.1,Haloarcula hispanica virus SH1,ORF 41
YP_271901.1,Haloarcula hispanica virus SH1,ORF 44
YP_271896.1,Haloarcula hispanica virus SH1,ORF 39
YP_271882.1,Haloarcula hispanica virus SH1,ORF 25
YP_271883.1,Haloarcula hispanica virus SH1,ORF 26
YP_271884.1,Haloarcula hispanica virus SH1,ORF 27
YP_271885.1,Haloarcula hispanica virus SH1,ORF 28
YP_271886.1,Haloarcula hispanica virus SH1,ORF 29
YP_271897.1,Haloarcula hispanica virus SH1,ORF 40
YP_271888.1,Haloarcula hispanica virus SH1,ORF 31
YP_271889.1,Haloarcula hispanica virus SH1,ORF 32
YP_271887.1,Haloarcula hispanica virus SH1,ORF 30
YP_271890.1,Haloarcula hispanica virus SH1,ORF 33
YP_271891.1,Haloarcula hispanica virus SH1,ORF 34
YP_271892.1,Haloarcula hispanica virus SH1,ORF 35
YP_271893.1,Haloarcula hispanica virus SH1,ORF 36
YP_271894.1,Haloarcula hispanica virus SH1,ORF 37
YP_271895.1,Haloarcula hispanica virus SH1,ORF 38
YP_009981877.1,Halobacterium phage phiH,CxxC motif protein
YP_009981882.1,Halobacterium phage phiH,hypothetical protein JR051_gp77
YP_009981881.1,Halobacterium phage phiH,DUF4326 domain-containing protein
YP_009981880.1,Halobacterium phage phiH,hypothetical protein JR051_gp75
YP_009981879.1,Halobacterium phage phiH,HNH-type endonuclease
YP_009981878.1,Halobacterium phage phiH,hypothetical protein JR051_gp73
YP_009981883.1,Halobacterium phage phiH,CxxC motif protein
YP_009981876.1,Halobacterium phage phiH,hypothetical protein JR051_gp71
YP_009981868.1,Halobacterium phage phiH,hypothetical protein JR051_gp63
YP_009981874.1,Halobacterium phage phiH,transposase
YP_009981873.1,Halobacterium phage phiH,IS200/IS605-like element ISH1-8 family transposase
YP_009981872.1,Halobacterium phage phiH,hypothetical protein JR051_gp67
YP_009981871.1,Halobacterium phage phiH,hypothetical protein JR051_gp66
YP_009981870.1,Halobacterium phage phiH,hypothetical protein JR051_gp65
YP_009981869.1,Halobacterium phage phiH,DNA polymerase sliding clamp
YP_009981884.1,Halobacterium phage phiH,hypothetical protein JR051_gp79
YP_009981875.1,Halobacterium phage phiH,hypothetical protein JR051_gp70
YP_009981885.1,Halobacterium phage phiH,hypothetical protein JR051_gp80
YP_009981902.1,Halobacterium phage phiH,CxxC motif protein
YP_009981887.1,Halobacterium phage phiH,C-5 cytosine-specific DNA methylase
YP_009981807.1,Halobacterium phage phiH,HNH endonuclease
YP_009981901.1,Halobacterium phage phiH,hypothetical protein JR051_gp96
YP_009981900.1,Halobacterium phage phiH,ParB N-terminal domain-containing protein
YP_009981899.1,Halobacterium phage phiH,transmembrane domain protein
YP_009981898.1,Halobacterium phage phiH,transmembrane domain protein
YP_009981897.1,Halobacterium phage phiH,hypothetical protein JR051_gp92
YP_009981896.1,Halobacterium phage phiH,hypothetical protein JR051_gp91
YP_009981895.1,Halobacterium phage phiH,CxxC motif protein
YP_009981894.1,Halobacterium phage phiH,hypothetical protein JR051_gp89
YP_009981893.1,Halobacterium phage phiH,hypothetical protein JR051_gp88
YP_009981892.1,Halobacterium phage phiH,hypothetical protein JR051_gp87
YP_009981891.1,Halobacterium phage phiH,hypothetical protein JR051_gp86
YP_009981890.1,Halobacterium phage phiH,DNA methylase N-4/N-6 domain protein
YP_009981889.1,Halobacterium phage phiH,CxxC motif protein
YP_009981888.1,Halobacterium phage phiH,hypothetical protein JR051_gp83
YP_009981886.1,Halobacterium phage phiH,NTPase protein
YP_009981867.1,Halobacterium phage phiH,hypothetical protein JR051_gp62
YP_009981809.1,Halobacterium phage phiH,terminase large subunit
YP_009981865.1,Halobacterium phage phiH,PadR-like family transcriptional regulator
YP_009981866.1,Halobacterium phage phiH,CxxC motif protein
YP_009981833.1,Halobacterium phage phiH,hypothetical protein JR051_gp27
YP_009981832.1,Halobacterium phage phiH,hypothetical protein JR051_gp26
YP_009981831.1,Halobacterium phage phiH,CxxC motif protein
YP_009981830.1,Halobacterium phage phiH,hypothetical protein JR051_gp24
YP_009981829.1,Halobacterium phage phiH,hypothetical protein JR051_gp23
YP_009981828.1,Halobacterium phage phiH,hypothetical protein JR051_gp22
YP_009981827.1,Halobacterium phage phiH,tape-measure tail protein
YP_009981826.1,Halobacterium phage phiH,DUF4177 domain protein
YP_009981825.1,Halobacterium phage phiH,hypothetical protein JR051_gp19
YP_009981824.1,Halobacterium phage phiH,putative capsid protein
YP_009981823.1,Halobacterium phage phiH,tail sheath protein
YP_009981835.1,Halobacterium phage phiH,DUF2634 domain-containing protein
YP_009981822.1,Halobacterium phage phiH,"tail completion protein, type 1"
YP_009981820.1,Halobacterium phage phiH,hypothetical protein JR051_gp14
YP_009981819.1,Halobacterium phage phiH,"head closure protein, type 1"
YP_009981818.1,Halobacterium phage phiH,head-tail adaptor protein
YP_009981817.1,Halobacterium phage phiH,hypothetical protein JR051_gp11
YP_009981816.1,Halobacterium phage phiH,major capsid protein
YP_009981815.1,Halobacterium phage phiH,XkdF-like putative serine protease domain-containing protein
YP_009981814.1,Halobacterium phage phiH,capsid protein
YP_009981813.1,Halobacterium phage phiH,head morphogenesis protein
YP_009981812.1,Halobacterium phage phiH,portal protein
YP_009981811.1,Halobacterium phage phiH,hypothetical protein JR051_gp05
YP_009981810.1,Halobacterium phage phiH,hypothetical protein JR051_gp04
YP_009981808.1,Halobacterium phage phiH,hypothetical protein JR051_gp02
YP_009981821.1,Halobacterium phage phiH,"putative neck protein, type 1"
YP_009981836.1,Halobacterium phage phiH,baseplate J family protein
YP_009981834.1,Halobacterium phage phiH,hypothetical protein JR051_gp28
YP_009981838.1,Halobacterium phage phiH,hypothetical protein JR051_gp32
YP_009981864.1,Halobacterium phage phiH,putative immunity protein
YP_009981863.1,Halobacterium phage phiH,plasmid replication protein
YP_009981862.1,Halobacterium phage phiH,hypothetical protein JR051_gp57
YP_009981861.1,Halobacterium phage phiH,hypothetical protein JR051_gp56
YP_009981860.1,Halobacterium phage phiH,MarR family transcriptional regulator
YP_009981859.1,Halobacterium phage phiH,ParA family protein
YP_009981858.1,Halobacterium phage phiH,hypothetical protein JR051_gp53
YP_009981857.1,Halobacterium phage phiH,HNH endonuclease
YP_009981856.1,Halobacterium phage phiH,hypothetical protein JR051_gp51
YP_009981855.1,Halobacterium phage phiH,hypothetical protein JR051_gp50
YP_009981837.1,Halobacterium phage phiH,hypothetical protein JR051_gp31
YP_009981853.1,Halobacterium phage phiH,PIN domain-containing protein
YP_009981852.1,Halobacterium phage phiH,hypothetical protein JR051_gp47
YP_009981854.1,Halobacterium phage phiH,site-specific integrase
YP_009981850.1,Halobacterium phage phiH,hypothetical protein JR051_gp45
YP_009981839.1,Halobacterium phage phiH,hypothetical protein JR051_gp33
YP_009981840.1,Halobacterium phage phiH,repeat-containing capsid protein
YP_009981841.1,Halobacterium phage phiH,hypothetical protein JR051_gp35
YP_009981851.1,Halobacterium phage phiH,hypothetical protein JR051_gp46
YP_009981843.1,Halobacterium phage phiH,hypothetical protein JR051_gp37
YP_009981842.1,Halobacterium phage phiH,site-specific integrase
YP_009981845.1,Halobacterium phage phiH,hypothetical protein JR051_gp40
YP_009981846.1,Halobacterium phage phiH,hypothetical protein JR051_gp41
YP_009981847.1,Halobacterium phage phiH,hypothetical protein JR051_gp42
YP_009981848.1,Halobacterium phage phiH,transmembrane domain protein
YP_009981849.1,Halobacterium phage phiH,hypothetical protein JR051_gp44
YP_009981844.1,Halobacterium phage phiH,YncB-like endonuclease
YP_010077958.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp11
YP_010077954.1,Halobacterium virus ChaoS9,putative prohead protease protein
YP_010077957.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp10
YP_010077956.1,Halobacterium virus ChaoS9,major capsid protein
YP_010077953.1,Halobacterium virus ChaoS9,putative head assembly protein
YP_010078008.1,Halobacterium virus ChaoS9,HTH domain protein
YP_010077951.1,Halobacterium virus ChaoS9,portal protein
YP_010077950.1,Halobacterium virus ChaoS9,terminase large subunit
YP_010077949.1,Halobacterium virus ChaoS9,HTH domain protein
YP_010077959.1,Halobacterium virus ChaoS9,"head closure protein, type 1"
YP_010077952.1,Halobacterium virus ChaoS9,CxxC motif protein
YP_010077960.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp13
YP_010077955.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp08
YP_010077962.1,Halobacterium virus ChaoS9,"putative neck protein, type 1"
YP_010078014.1,Halobacterium virus ChaoS9,CxxC motif protein
YP_010078013.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp68
YP_010078012.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp67
YP_010078011.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp66
YP_010078009.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp64
YP_010078007.1,Halobacterium virus ChaoS9,HNH-type endonuclease / MarR family transcription regulator
YP_010078015.1,Halobacterium virus ChaoS9,Orc1-type DNA replication protein
YP_010078006.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp61
YP_010078004.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp59
YP_010078003.1,Halobacterium virus ChaoS9,transmembrane domain protein
YP_010078002.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp57
YP_010078001.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp56
YP_010078000.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp55
YP_010077999.1,Halobacterium virus ChaoS9,transmembrane domain protein
YP_010078005.1,Halobacterium virus ChaoS9,CxxC motif protein
YP_010077998.1,Halobacterium virus ChaoS9,plasmid partition protein
YP_010078016.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp71
YP_010078018.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp73
YP_010077961.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp14
YP_010077948.1,Halobacterium virus ChaoS9,HNH endonuclease
YP_010078030.1,Halobacterium virus ChaoS9,CxxC motif protein
YP_010078029.1,Halobacterium virus ChaoS9,DUF217 domain protein
YP_010078028.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp83
YP_010078027.1,Halobacterium virus ChaoS9,transmembrane domain protein
YP_010078017.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp72
YP_010078026.1,Halobacterium virus ChaoS9,transmembrane domain protein
YP_010078024.1,Halobacterium virus ChaoS9,MarR family transcription regulator
YP_010078023.1,Halobacterium virus ChaoS9,plasmid replication protein
YP_010078022.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp77
YP_010078021.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp76
YP_010078020.1,Halobacterium virus ChaoS9,zinc-finger domain protein
YP_010078019.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp74
YP_010078025.1,Halobacterium virus ChaoS9,CxxC motif protein
YP_010077997.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp52
YP_010078010.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp65
YP_010077995.1,Halobacterium virus ChaoS9,tyrosine integrase/recombinase
YP_010077985.1,Halobacterium virus ChaoS9,IS200/IS605-like element ISH1-8 family transposase
YP_010077984.1,Halobacterium virus ChaoS9,transposase
YP_010077983.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp36
YP_010077982.1,Halobacterium virus ChaoS9,site-specific integrase
YP_010077981.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp34
YP_010077980.1,Halobacterium virus ChaoS9,repeat-containing tail fiber protein
YP_010077979.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp32
YP_010077978.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp31
YP_010077977.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp30
YP_010077976.1,Halobacterium virus ChaoS9,baseplate J family protein
YP_010077975.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp28
YP_010077974.1,Halobacterium virus ChaoS9,hypothetical protein KMC41_gp27
YP_010077973.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp26
YP_010077972.1,Halobacterium virus ChaoS9,CxxC motif protein
YP_010077971.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp24
YP_010077970.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp23
YP_010077969.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp22
YP_010077968.1,Halobacterium virus ChaoS9,tape-measure tail protein
YP_010077967.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp20
YP_010077996.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp51
YP_010077965.1,Halobacterium virus ChaoS9,putative tail tube protein
YP_010077964.1,Halobacterium virus ChaoS9,tail sheath protein
YP_010077963.1,Halobacterium virus ChaoS9,"tail completion protein, type 1"
YP_010077986.1,Halobacterium virus ChaoS9,transmembrane domain protein
YP_010077987.1,Halobacterium virus ChaoS9,HTH domain protein
YP_010077966.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp19
YP_010077989.1,Halobacterium virus ChaoS9,"glutamine amidotransferase domain protein, class-II"
YP_010077988.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp43
YP_010077994.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp49
YP_010077991.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp46
YP_010077992.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp47
YP_010077993.1,Halobacterium virus ChaoS9,PIN domain-containing protein
YP_010077990.1,Halobacterium virus ChaoS9,uncharacterized protein KMC41_gp45
NP_861649.1,Haloferax virus HF1,hypothetical protein HfxHF1_420
YP_009725290.1,Haloferax virus HF1,hypothetical protein HfxHF1_425
NP_861650.1,Haloferax virus HF1,RNA-splicing ligase RtcB
NP_861672.2,Haloferax virus HF1,putative tail sheath protein
YP_009725291.1,Haloferax virus HF1,hypothetical protein HfxHF1_445
NP_861653.2,Haloferax virus HF1,hypothetical protein HfxHF1_455
NP_861654.1,Haloferax virus HF1,N-6 DNA methylase
NP_861655.1,Haloferax virus HF1,ribonucleotide reductase Rnr
YP_009725292.1,Haloferax virus HF1,hypothetical protein HfxHF1_470
NP_861657.1,Haloferax virus HF1,hypothetical protein HfxHF1_475
NP_861651.1,Haloferax virus HF1,winged-helix domain protein
NP_861652.1,Haloferax virus HF1,site-specific integrase
NP_861648.1,Haloferax virus HF1,hypothetical protein HfxHF1_415
NP_861647.1,Haloferax virus HF1,hypothetical protein HfxHF1_410
NP_861634.1,Haloferax virus HF1,PD-(D/E)XK nuclease family protein
NP_861635.1,Haloferax virus HF1,putative CxxC motif protein
NP_861636.1,Haloferax virus HF1,hypothetical protein HfxHF1_340
NP_861637.1,Haloferax virus HF1,hypothetical protein HfxHF1_345
NP_861638.1,Haloferax virus HF1,putative CxxC motif protein
YP_009725287.1,Haloferax virus HF1,hypothetical protein HfxHF1_355
YP_009725288.1,Haloferax virus HF1,hypothetical protein HfxHF1_360
NP_861658.1,Haloferax virus HF1,hypothetical protein HfxHF1_480
NP_861639.1,Haloferax virus HF1,hypothetical protein HfxHF1_365
NP_861640.1,Haloferax virus HF1,hypothetical protein HfxHF1_375
NP_861641.1,Haloferax virus HF1,putative CxxC motif protein
NP_861642.1,Haloferax virus HF1,DNA-directed DNA polymerase
NP_861643.2,Haloferax virus HF1,hypothetical protein HfxHF1_390
NP_861644.1,Haloferax virus HF1,FAD-dependent thymidylate synthase
NP_861645.1,Haloferax virus HF1,dCTP deaminase
NP_861646.1,Haloferax virus HF1,hypothetical protein HfxHF1_405
YP_009725289.1,Haloferax virus HF1,putative CxxC motif protein
YP_009725293.1,Haloferax virus HF1,hypothetical protein HfxHF1_485
NP_861661.1,Haloferax virus HF1,hypothetical protein HfxHF1_500
NP_861660.1,Haloferax virus HF1,minor virion protein VP1
NP_861673.1,Haloferax virus HF1,hypothetical protein HfxHF1_560
NP_861674.1,Haloferax virus HF1,hypothetical protein HfxHF1_565
NP_861675.1,Haloferax virus HF1,hypothetical protein HfxHF1_570
NP_861633.1,Haloferax virus HF1,hypothetical protein HfxHF1_325
YP_009725294.1,Haloferax virus HF1,head connector protein Hco
NP_861676.2,Haloferax virus HF1,hypothetical protein HfxHF1_580
NP_861677.1,Haloferax virus HF1,major capsid protein Mcp
NP_861678.1,Haloferax virus HF1,hypothetical protein HfxHF1_590
NP_861679.1,Haloferax virus HF1,hypothetical protein HfxHF1_595
NP_861680.1,Haloferax virus HF1,prohead protease Pro
NP_861681.1,Haloferax virus HF1,hypothetical protein HfxHF1_605
NP_861682.1,Haloferax virus HF1,putative portal protein
NP_861683.1,Haloferax virus HF1,terminase family protein
NP_861684.1,Haloferax virus HF1,hypothetical protein HfxHF1_625
NP_861659.1,Haloferax virus HF1,hypothetical protein HfxHF1_490
NP_861685.1,Haloferax virus HF1,putative CxxC motif protein
NP_861687.1,Haloferax virus HF1,putative CxxC motif protein
NP_861688.2,Haloferax virus HF1,hypothetical protein HfxHF1_645
NP_861689.1,Haloferax virus HF1,hypothetical protein HfxHF1_650
NP_861690.1,Haloferax virus HF1,HalOD1 domain-containing protein
NP_861671.1,Haloferax virus HF1,tail tube protein
NP_861670.1,Haloferax virus HF1,putative tail assembly chaperone protein
NP_861669.1,Haloferax virus HF1,putative tail assembly chaperone protein
NP_861668.1,Haloferax virus HF1,tape measure protein Tmp
NP_861667.1,Haloferax virus HF1,hypothetical protein HfxHF1_530
NP_861666.1,Haloferax virus HF1,hypothetical protein HfxHF1_525
NP_861665.1,Haloferax virus HF1,hypothetical protein HfxHF1_520
NP_861664.2,Haloferax virus HF1,hypothetical protein HfxHF1_515
NP_861663.1,Haloferax virus HF1,hypothetical protein HfxHF1_510
NP_861662.1,Haloferax virus HF1,baseplate J/gp47 family protein
NP_861686.1,Haloferax virus HF1,hypothetical protein HfxHF1_635
NP_861632.1,Haloferax virus HF1,hypothetical protein HfxHF1_320
NP_861628.1,Haloferax virus HF1,hypothetical protein HfxHF1_300
NP_861630.1,Haloferax virus HF1,hypothetical protein HfxHF1_310
YP_009725278.1,Haloferax virus HF1,hypothetical protein HfxHF1_130
